SerialNo;Substation;datetime;P_GEN_MAX;P_GEN_MIN;P_GEN
3067E69020456129;Forest Road;24/01/2014 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/01/2014 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/01/2014 08:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;24/01/2014 09:00;0.134;0.005;0.0695
3067E69020456129;Forest Road;24/01/2014 10:00;0.24;0.182;0.211
3067E69020456129;Forest Road;24/01/2014 11:00;0.413;0.263;0.33799999999999997
3067E69020456129;Forest Road;24/01/2014 12:00;0.628;0.331;0.47950000000000004
3067E69020456129;Forest Road;24/01/2014 13:00;0.653;0.356;0.5045
3067E69020456129;Forest Road;24/01/2014 14:00;0.567;0.29;0.4285
3067E69020456129;Forest Road;24/01/2014 15:00;0.309;0.177;0.243
3067E69020456129;Forest Road;24/01/2014 16:00;0.17;0.055;0.1125
3067E69020456129;Forest Road;24/01/2014 17:00;0.038;0.0;0.019
3067E69020456129;Forest Road;24/01/2014 18:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/01/2014 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/01/2014 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/01/2014 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/01/2014 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/01/2014 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/01/2014 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/01/2014 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/01/2014 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/01/2014 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/01/2014 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/01/2014 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/01/2014 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/01/2014 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/01/2014 08:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/01/2014 09:00;0.026;0.0;0.013
3067E69020456129;Forest Road;25/01/2014 10:00;0.139;0.007;0.07300000000000001
3067E69020456129;Forest Road;25/01/2014 11:00;0.264;0.063;0.1635
3067E69020456129;Forest Road;25/01/2014 12:00;0.382;0.14;0.261
3067E69020456129;Forest Road;25/01/2014 13:00;0.389;0.224;0.3065
3067E69020456129;Forest Road;25/01/2014 14:00;0.524;0.262;0.393
3067E69020456129;Forest Road;25/01/2014 15:00;0.325;0.19;0.2575
3067E69020456129;Forest Road;25/01/2014 16:00;0.16;0.003;0.0815
3067E69020456129;Forest Road;25/01/2014 17:00;0.007;0.0;0.0035
3067E69020456129;Forest Road;25/01/2014 18:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/01/2014 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/01/2014 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/01/2014 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/01/2014 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/01/2014 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/01/2014 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/01/2014 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/01/2014 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/01/2014 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/01/2014 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/01/2014 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/01/2014 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/01/2014 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/01/2014 08:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/01/2014 09:00;0.029;0.0;0.0145
3067E69020456129;Forest Road;26/01/2014 10:00;0.072;0.03;0.051
3067E69020456129;Forest Road;26/01/2014 11:00;0.08;0.013;0.0465
3067E69020456129;Forest Road;26/01/2014 12:00;0.069;0.024;0.0465
3067E69020456129;Forest Road;26/01/2014 13:00;0.079;0.053;0.066
3067E69020456129;Forest Road;26/01/2014 14:00;0.03;0.003;0.0165
3067E69020456129;Forest Road;26/01/2014 15:00;0.053;0.003;0.028
3067E69020456129;Forest Road;26/01/2014 16:00;0.036;0.003;0.0195
3067E69020456129;Forest Road;26/01/2014 17:00;0.016;0.0;0.008
3067E69020456129;Forest Road;26/01/2014 18:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/01/2014 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/01/2014 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/01/2014 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/01/2014 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/01/2014 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/01/2014 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/01/2014 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/01/2014 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/01/2014 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/01/2014 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/01/2014 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/01/2014 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/01/2014 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/01/2014 08:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;27/01/2014 09:00;0.11;0.003;0.0565
3067E69020456129;Forest Road;27/01/2014 10:00;0.154;0.011;0.0825
3067E69020456129;Forest Road;27/01/2014 11:00;0.44;0.173;0.3065
3067E69020456129;Forest Road;27/01/2014 12:00;0.554;0.316;0.43500000000000005
3067E69020456129;Forest Road;27/01/2014 13:00;0.548;0.388;0.468
3067E69020456129;Forest Road;27/01/2014 14:00;0.448;0.205;0.3265
3067E69020456129;Forest Road;27/01/2014 15:00;0.318;0.156;0.237
3067E69020456129;Forest Road;27/01/2014 16:00;0.146;0.032;0.089
3067E69020456129;Forest Road;27/01/2014 17:00;0.01;0.0;0.005
3067E69020456129;Forest Road;27/01/2014 18:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/01/2014 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/01/2014 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/01/2014 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/01/2014 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/01/2014 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/01/2014 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/01/2014 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/01/2014 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/01/2014 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/01/2014 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/01/2014 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/01/2014 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/01/2014 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/01/2014 08:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/01/2014 09:00;0.179;0.0;0.0895
3067E69020456129;Forest Road;28/01/2014 10:00;0.304;0.2;0.252
3067E69020456129;Forest Road;28/01/2014 11:00;0.574;0.196;0.385
3067E69020456129;Forest Road;28/01/2014 12:00;0.508;0.404;0.456
3067E69020456129;Forest Road;28/01/2014 13:00;0.431;0.283;0.357
3067E69020456129;Forest Road;28/01/2014 14:00;0.371;0.173;0.272
3067E69020456129;Forest Road;28/01/2014 15:00;0.236;0.166;0.201
3067E69020456129;Forest Road;28/01/2014 16:00;0.184;0.032;0.108
3067E69020456129;Forest Road;28/01/2014 17:00;0.03;0.0;0.015
3067E69020456129;Forest Road;28/01/2014 18:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/01/2014 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/01/2014 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/01/2014 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/01/2014 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/01/2014 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;29/01/2014 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;29/01/2014 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;29/01/2014 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;29/01/2014 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;29/01/2014 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;29/01/2014 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;29/01/2014 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;29/01/2014 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;29/01/2014 08:00;0.0;0.0;0.0
3067E69020456129;Forest Road;29/01/2014 09:00;0.026;0.0;0.013
3067E69020456129;Forest Road;29/01/2014 10:00;0.302;0.05;0.176
3067E69020456129;Forest Road;29/01/2014 11:00;0.337;0.198;0.2675
3067E69020456129;Forest Road;29/01/2014 12:00;0.397;0.327;0.362
3067E69020456129;Forest Road;29/01/2014 13:00;0.373;0.143;0.258
3067E69020456129;Forest Road;29/01/2014 14:00;0.283;0.164;0.22349999999999998
3067E69020456129;Forest Road;29/01/2014 15:00;0.175;0.082;0.1285
3067E69020456129;Forest Road;29/01/2014 16:00;0.083;0.025;0.054000000000000006
3067E69020456129;Forest Road;29/01/2014 17:00;0.014;0.0;0.007
3067E69020456129;Forest Road;29/01/2014 18:00;0.0;0.0;0.0
3067E69020456129;Forest Road;29/01/2014 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;29/01/2014 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;29/01/2014 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;29/01/2014 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;29/01/2014 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;30/01/2014 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;30/01/2014 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;30/01/2014 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;30/01/2014 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;30/01/2014 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;30/01/2014 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;30/01/2014 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;30/01/2014 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;30/01/2014 08:00;0.0;0.0;0.0
3067E69020456129;Forest Road;30/01/2014 09:00;0.0;0.0;0.0
3067E69020456129;Forest Road;30/01/2014 10:00;0.117;0.0;0.0585
3067E69020456129;Forest Road;30/01/2014 11:00;0.484;0.112;0.298
3067E69020456129;Forest Road;30/01/2014 12:00;0.437;0.26;0.34850000000000003
3067E69020456129;Forest Road;30/01/2014 13:00;0.643;0.249;0.446
3067E69020456129;Forest Road;30/01/2014 14:00;0.781;0.231;0.506
3067E69020456129;Forest Road;30/01/2014 15:00;0.462;0.236;0.349
3067E69020456129;Forest Road;30/01/2014 16:00;0.247;0.029;0.138
3067E69020456129;Forest Road;30/01/2014 17:00;0.044;0.0;0.022
3067E69020456129;Forest Road;30/01/2014 18:00;0.0;0.0;0.0
3067E69020456129;Forest Road;30/01/2014 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;30/01/2014 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;30/01/2014 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;30/01/2014 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;30/01/2014 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;31/01/2014 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;31/01/2014 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;31/01/2014 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;31/01/2014 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;31/01/2014 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;31/01/2014 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;31/01/2014 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;31/01/2014 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;31/01/2014 08:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;31/01/2014 09:00;0.288;0.003;0.1455
3067E69020456129;Forest Road;31/01/2014 10:00;0.429;0.245;0.33699999999999997
3067E69020456129;Forest Road;31/01/2014 11:00;0.488;0.327;0.4075
3067E69020456129;Forest Road;31/01/2014 12:00;0.513;0.347;0.43
3067E69020456129;Forest Road;31/01/2014 13:00;0.386;0.215;0.3005
3067E69020456129;Forest Road;20/02/2014 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;20/02/2014 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;20/02/2014 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;20/02/2014 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;21/02/2014 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;21/02/2014 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;21/02/2014 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;21/02/2014 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;21/02/2014 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;21/02/2014 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;21/02/2014 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;21/02/2014 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;21/02/2014 08:00;0.171;0.0;0.0855
3067E69020456129;Forest Road;21/02/2014 09:00;0.694;0.181;0.4375
3067E69020456129;Forest Road;21/02/2014 10:00;1.405;0.761;1.083
3067E69020456129;Forest Road;21/02/2014 11:00;1.868;1.475;1.6715
3067E69020456129;Forest Road;21/02/2014 12:00;2.228;0.731;1.4795
3067E69020456129;Forest Road;21/02/2014 13:00;2.422;1.062;1.742
3067E69020456129;Forest Road;21/02/2014 14:00;1.191;0.304;0.7475
3067E69020456129;Forest Road;21/02/2014 15:00;0.319;0.181;0.25
3067E69020456129;Forest Road;21/02/2014 16:00;0.278;0.123;0.2005
3067E69020456129;Forest Road;21/02/2014 17:00;0.15;0.038;0.094
3067E69020456129;Forest Road;21/02/2014 18:00;0.036;0.0;0.018
3067E69020456129;Forest Road;21/02/2014 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;21/02/2014 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;21/02/2014 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;21/02/2014 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;21/02/2014 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;22/02/2014 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;22/02/2014 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;22/02/2014 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;22/02/2014 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;22/02/2014 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;22/02/2014 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;22/02/2014 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;22/02/2014 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;22/02/2014 08:00;0.163;0.0;0.0815
3067E69020456129;Forest Road;22/02/2014 09:00;0.707;0.193;0.44999999999999996
3067E69020456129;Forest Road;22/02/2014 10:00;1.392;0.77;1.081
3067E69020456129;Forest Road;22/02/2014 11:00;1.917;1.502;1.7095
3067E69020456129;Forest Road;22/02/2014 12:00;2.262;1.971;2.1165000000000003
3067E69020456129;Forest Road;22/02/2014 13:00;2.314;1.147;1.7305000000000001
3067E69020456129;Forest Road;22/02/2014 14:00;1.425;0.278;0.8515
3067E69020456129;Forest Road;22/02/2014 15:00;0.468;0.195;0.3315
3067E69020456129;Forest Road;22/02/2014 16:00;0.279;0.211;0.245
3067E69020456129;Forest Road;22/02/2014 17:00;0.181;0.017;0.099
3067E69020456129;Forest Road;22/02/2014 18:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;22/02/2014 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;22/02/2014 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;22/02/2014 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;22/02/2014 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;22/02/2014 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;23/02/2014 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;23/02/2014 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;23/02/2014 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;23/02/2014 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;23/02/2014 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;23/02/2014 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;23/02/2014 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;23/02/2014 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;23/02/2014 08:00;0.05;0.0;0.025
3067E69020456129;Forest Road;23/02/2014 09:00;0.14;0.093;0.1165
3067E69020456129;Forest Road;23/02/2014 10:00;0.373;0.166;0.2695
3067E69020456129;Forest Road;23/02/2014 11:00;0.778;0.205;0.4915
3067E69020456129;Forest Road;23/02/2014 12:00;0.628;0.203;0.4155
3067E69020456129;Forest Road;23/02/2014 13:00;0.758;0.298;0.528
3067E69020456129;Forest Road;23/02/2014 14:00;0.634;0.312;0.473
3067E69020456129;Forest Road;23/02/2014 15:00;0.681;0.225;0.453
3067E69020456129;Forest Road;23/02/2014 16:00;0.393;0.101;0.247
3067E69020456129;Forest Road;23/02/2014 17:00;0.148;0.003;0.0755
3067E69020456129;Forest Road;23/02/2014 18:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;23/02/2014 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;23/02/2014 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;23/02/2014 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;23/02/2014 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;23/02/2014 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/02/2014 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/02/2014 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/02/2014 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/02/2014 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/02/2014 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/02/2014 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/02/2014 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/02/2014 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/02/2014 08:00;0.16;0.0;0.08
3067E69020456129;Forest Road;24/02/2014 09:00;0.393;0.212;0.3025
3067E69020456129;Forest Road;24/02/2014 10:00;1.079;0.459;0.769
3067E69020456129;Forest Road;24/02/2014 11:00;1.893;1.108;1.5005000000000002
3067E69020456129;Forest Road;24/02/2014 12:00;2.197;1.916;2.0564999999999998
3067E69020456129;Forest Road;24/02/2014 13:00;2.248;1.959;2.1035000000000004
3067E69020456129;Forest Road;24/02/2014 14:00;1.816;0.477;1.1465
3067E69020456129;Forest Road;24/02/2014 15:00;0.27;0.172;0.221
3067E69020456129;Forest Road;24/02/2014 16:00;0.384;0.172;0.278
3067E69020456129;Forest Road;24/02/2014 17:00;0.137;0.003;0.07
3067E69020456129;Forest Road;24/02/2014 18:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;24/02/2014 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/02/2014 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/02/2014 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/02/2014 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;24/02/2014 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/02/2014 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/02/2014 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/02/2014 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/02/2014 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/02/2014 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/02/2014 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/02/2014 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/02/2014 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/02/2014 08:00;0.007;0.0;0.0035
3067E69020456129;Forest Road;25/02/2014 09:00;0.098;0.029;0.0635
3067E69020456129;Forest Road;25/02/2014 10:00;0.139;0.06;0.0995
3067E69020456129;Forest Road;25/02/2014 11:00;1.825;0.228;1.0265
3067E69020456129;Forest Road;25/02/2014 12:00;1.782;0.302;1.042
3067E69020456129;Forest Road;25/02/2014 13:00;2.508;0.689;1.5985
3067E69020456129;Forest Road;25/02/2014 14:00;1.098;0.505;0.8015000000000001
3067E69020456129;Forest Road;25/02/2014 15:00;0.478;0.23;0.354
3067E69020456129;Forest Road;25/02/2014 16:00;0.455;0.245;0.35
3067E69020456129;Forest Road;25/02/2014 17:00;0.24;0.023;0.1315
3067E69020456129;Forest Road;25/02/2014 18:00;0.008;0.0;0.004
3067E69020456129;Forest Road;25/02/2014 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/02/2014 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/02/2014 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/02/2014 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;25/02/2014 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/02/2014 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/02/2014 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/02/2014 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/02/2014 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/02/2014 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/02/2014 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/02/2014 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/02/2014 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/02/2014 08:00;0.233;0.0;0.1165
3067E69020456129;Forest Road;26/02/2014 09:00;0.715;0.272;0.4935
3067E69020456129;Forest Road;26/02/2014 10:00;1.427;0.759;1.093
3067E69020456129;Forest Road;26/02/2014 11:00;1.927;1.532;1.7295
3067E69020456129;Forest Road;26/02/2014 12:00;2.257;0.445;1.351
3067E69020456129;Forest Road;26/02/2014 13:00;2.51;0.856;1.6829999999999998
3067E69020456129;Forest Road;26/02/2014 14:00;1.923;0.913;1.4180000000000001
3067E69020456129;Forest Road;26/02/2014 15:00;0.741;0.263;0.502
3067E69020456129;Forest Road;26/02/2014 16:00;0.261;0.166;0.21350000000000002
3067E69020456129;Forest Road;26/02/2014 17:00;0.159;0.071;0.11499999999999999
3067E69020456129;Forest Road;26/02/2014 18:00;0.063;0.0;0.0315
3067E69020456129;Forest Road;26/02/2014 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/02/2014 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/02/2014 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/02/2014 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;26/02/2014 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/02/2014 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/02/2014 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/02/2014 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/02/2014 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/02/2014 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/02/2014 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/02/2014 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/02/2014 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/02/2014 08:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;27/02/2014 09:00;0.041;0.003;0.022000000000000002
3067E69020456129;Forest Road;27/02/2014 10:00;0.388;0.083;0.23550000000000001
3067E69020456129;Forest Road;27/02/2014 11:00;0.835;0.372;0.6034999999999999
3067E69020456129;Forest Road;27/02/2014 12:00;2.03;0.96;1.4949999999999999
3067E69020456129;Forest Road;27/02/2014 13:00;2.481;1.242;1.8615
3067E69020456129;Forest Road;27/02/2014 14:00;2.033;0.652;1.3425
3067E69020456129;Forest Road;27/02/2014 15:00;0.747;0.294;0.5205
3067E69020456129;Forest Road;27/02/2014 16:00;0.215;0.143;0.179
3067E69020456129;Forest Road;27/02/2014 17:00;0.251;0.049;0.15
3067E69020456129;Forest Road;27/02/2014 18:00;0.021;0.0;0.0105
3067E69020456129;Forest Road;27/02/2014 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/02/2014 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/02/2014 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/02/2014 22:00;0.0;0.0;0.0
3067E69020456129;Forest Road;27/02/2014 23:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/02/2014 00:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/02/2014 01:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/02/2014 02:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/02/2014 03:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/02/2014 04:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/02/2014 05:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/02/2014 06:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/02/2014 07:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/02/2014 08:00;0.055;0.0;0.0275
3067E69020456129;Forest Road;28/02/2014 09:00;0.106;0.07;0.088
3067E69020456129;Forest Road;28/02/2014 10:00;0.094;0.015;0.0545
3067E69020456129;Forest Road;28/02/2014 11:00;0.287;0.121;0.204
3067E69020456129;Forest Road;28/02/2014 12:00;0.224;0.102;0.163
3067E69020456129;Forest Road;28/02/2014 13:00;0.233;0.192;0.21250000000000002
3067E69020456129;Forest Road;28/02/2014 14:00;0.355;0.196;0.27549999999999997
3067E69020456129;Forest Road;28/02/2014 15:00;0.304;0.157;0.23049999999999998
3067E69020456129;Forest Road;28/02/2014 16:00;0.206;0.076;0.141
3067E69020456129;Forest Road;28/02/2014 17:00;0.06;0.003;0.0315
3067E69020456129;Forest Road;28/02/2014 18:00;0.003;0.0;0.0015
3067E69020456129;Forest Road;28/02/2014 19:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/02/2014 20:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/02/2014 21:00;0.0;0.0;0.0
3067E69020456129;Forest Road;28/02/2014 22:00;0.0;0.0;0.0
